TypeName;SystemType
cs+class://Microsoft/CodeAnalysis/FusionAssemblyIdentity;True
cs+class://Microsoft/CodeAnalysis/FusionAssemblyIdentity/CANOF;True
cs+interface://Microsoft/CodeAnalysis/FusionAssemblyIdentity/IAssemblyName;True
cs+interface://Microsoft/CodeAnalysis/FusionAssemblyIdentity/IApplicationContext;True
cs+class://Microsoft/CodeAnalysis/UnitTests/InMemoryAssemblyLoaderTests;True
cs+class://Roslyn/Test/Utilities/TestBase;True
cs+class://Microsoft/CodeAnalysis/UnitTests/XmlDocumentationCommentTextReaderTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CachingLookupTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/BitArrayTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/RandomExtensions;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/CachingFactoryTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/CachingFactoryTests/CacheKey;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/CachingFactoryTests/CacheValue;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/EnumerableExtensionsTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/IdentifierCollectionTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/ReadOnlyArrayTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/ReadOnlyArrayTests/AbsoluteValueComparer;True
cs+interface://System/Collections/Generic/IEqualityComparer[1];False
cs+class://System/Boolean;False
cs+class://System/Object;False
cs+class://System/String;False
cs+class://System/Int32;False
cs+class://System/Type;False
cs+class://System/Reflection/MemberInfo;False
cs+interface://System/Collections/Generic/IList[1];False
cs+interface://System/Collections/IEnumerable;False
cs+interface://System/Collections/IEnumerator;False
cs+interface://System/Collections/Generic/IEnumerable[1];False
cs+interface://System/Collections/Generic/IEnumerator[1];False
cs+interface://System/IDisposable;False
cs+class://System/Reflection/CustomAttributeData;False
cs+class://System/Reflection/Module;False
cs+class://System/Reflection/MethodBase;False
cs+class://System/RuntimeMethodHandle;False
cs+class://System/ValueType;False
cs+class://System/Runtime/Serialization/SerializationInfo;False
cs+class://System/Runtime/Serialization/SerializationInfoEnumerator;False
cs+class://System/Runtime/Serialization/SerializationEntry;False
cs+class://System/Char;False
cs+interface://System/IFormatProvider;False
cs+class://System/Globalization/CultureInfo;False
cs+class://System/Globalization/CompareInfo;False
cs+class://System/Reflection/Assembly;False
cs+class://System/Security/Policy/Evidence;False
cs+class://System/Array;False
cs+class://System/Collections/ObjectModel/ReadOnlyCollection[1];False
cs+interface://System/Collections/Generic/ICollection[1];False
cs+interface://System/Collections/IList;False
cs+interface://System/Collections/ICollection;False
cs+interface://System/Collections/Generic/IReadOnlyList[1];False
cs+interface://System/Collections/Generic/IReadOnlyCollection[1];False
cs+class://System/Int64;False
cs+interface://System/IComparable;False
cs+interface://System/IFormattable;False
cs+interface://System/IConvertible;False
cs+class://System/SByte;False
cs+interface://System/IComparable[1];False
cs+interface://System/IEquatable[1];False
cs+class://System/Byte;False
cs+class://System/Int16;False
cs+class://System/UInt16;False
cs+class://System/UInt32;False
cs+class://System/UInt64;False
cs+class://System/Single;False
cs+class://System/Double;False
cs+class://System/Decimal;False
cs+interface://System/Runtime/Serialization/IDeserializationCallback;False
cs+class://System/DateTime;False
cs+class://System/TimeSpan;False
cs+interface://System/Runtime/Serialization/ISerializable;False
cs+class://System/Runtime/Serialization/StreamingContext;False
cs+interface://System/Collections/IComparer;False
cs+interface://System/Collections/Generic/IComparer[1];False
cs+interface://System/ICloneable;False
cs+interface://System/Collections/IStructuralComparable;False
cs+interface://System/Collections/IStructuralEquatable;False
cs+interface://System/Collections/IEqualityComparer;False
cs+class://System/Reflection/AssemblyName;False
cs+class://System/Version;False
cs+class://System/Reflection/StrongNameKeyPair;False
cs+interface://System/Runtime/InteropServices/_AssemblyName;False
cs+class://System/IntPtr;False
cs+class://System/IO/Stream;False
cs+class://System/MarshalByRefObject;False
cs+class://System/Runtime/Remoting/ObjRef;False
cs+interface://System/Runtime/Remoting/IRemotingTypeInfo;False
cs+interface://System/Runtime/Remoting/IEnvoyInfo;False
cs+interface://System/Runtime/Remoting/Messaging/IMessageSink;False
cs+interface://System/Runtime/Remoting/Messaging/IMessage;False
cs+interface://System/Collections/IDictionary;False
cs+interface://System/Collections/IDictionaryEnumerator;False
cs+class://System/Collections/DictionaryEntry;False
cs+interface://System/Runtime/Remoting/Messaging/IMessageCtrl;False
cs+interface://System/Runtime/Remoting/IChannelInfo;False
cs+interface://System/Runtime/Serialization/IObjectReference;False
cs+class://System/Threading/Tasks/Task;False
cs+class://System/Threading/Tasks/TaskScheduler;False
cs+class://System/Runtime/CompilerServices/TaskAwaiter;False
cs+interface://System/Runtime/CompilerServices/ICriticalNotifyCompletion;False
cs+interface://System/Runtime/CompilerServices/INotifyCompletion;False
cs+class://System/Runtime/CompilerServices/ConfiguredTaskAwaitable;False
cs+class://System/Runtime/CompilerServices/ConfiguredTaskAwaitable/ConfiguredTaskAwaiter;False
cs+class://System/Runtime/CompilerServices/YieldAwaitable;False
cs+class://System/Runtime/CompilerServices/YieldAwaitable/YieldAwaiter;False
cs+class://System/Threading/CancellationToken;False
cs+class://System/Threading/CancellationTokenRegistration;False
cs+class://System/Threading/WaitHandle;False
cs+class://Microsoft/Win32/SafeHandles/SafeWaitHandle;False
cs+class://System/Runtime/ConstrainedExecution/CriticalFinalizerObject;False
cs+class://System/Runtime/InteropServices/SafeHandle;False
cs+class://Microsoft/Win32/SafeHandles/SafeHandleZeroOrMinusOneIsInvalid;False
cs+class://System/Threading/Tasks/Task[1];False
cs+class://System/Nullable[1];False
cs+class://System/AggregateException;False
cs+class://System/Exception;False
cs+interface://System/Runtime/InteropServices/_Exception;False
cs+class://System/Threading/Tasks/TaskFactory;False
cs+interface://System/IAsyncResult;False
cs+class://System/Runtime/CompilerServices/TaskAwaiter[1];False
cs+class://System/Runtime/CompilerServices/ConfiguredTaskAwaitable[1];False
cs+class://System/Runtime/CompilerServices/ConfiguredTaskAwaitable/ConfiguredTaskAwaiter[1];False
cs+class://System/Threading/Tasks/TaskFactory[1];False
cs+class://System/Reflection/Binder;False
cs+class://System/Reflection/FieldInfo;False
cs+class://System/RuntimeFieldHandle;False
cs+class://System/RuntimeTypeHandle;False
cs+class://System/ModuleHandle;False
cs+class://System/TypedReference;False
cs+interface://System/Runtime/InteropServices/_FieldInfo;False
cs+class://System/Reflection/PropertyInfo;False
cs+class://System/Reflection/MethodInfo;False
cs+class://System/Reflection/MethodBody;False
cs+class://System/Delegate;False
cs+class://System/Reflection/ParameterInfo;False
cs+interface://System/Runtime/InteropServices/_ParameterInfo;False
cs+interface://System/Reflection/ICustomAttributeProvider;False
cs+interface://System/Runtime/InteropServices/_MethodInfo;False
cs+interface://System/Runtime/InteropServices/_PropertyInfo;False
cs+class://System/IO/FileStream;False
cs+class://System/Security/AccessControl/FileSecurity;False
cs+class://System/Security/AccessControl/ObjectSecurity;False
cs+class://System/Security/Principal/IdentityReference;False
cs+class://System/Security/AccessControl/AccessRule;False
cs+class://System/Security/AccessControl/AuthorizationRule;False
cs+class://System/Security/AccessControl/AuditRule;False
cs+class://System/Security/AccessControl/CommonObjectSecurity;False
cs+class://System/Security/AccessControl/AuthorizationRuleCollection;False
cs+class://System/Collections/ReadOnlyCollectionBase;False
cs+class://System/Collections/ArrayList;False
cs+class://System/Security/AccessControl/NativeObjectSecurity;False
cs+class://System/Security/AccessControl/FileSystemSecurity;False
cs+class://System/Security/AccessControl/FileSystemAccessRule;False
cs+class://System/Security/AccessControl/FileSystemAuditRule;False
cs+class://Microsoft/Win32/SafeHandles/SafeFileHandle;False
cs+class://System/Reflection/ManifestResourceInfo;False
cs+class://System/Security/PermissionSet;False
cs+interface://System/Security/IPermission;False
cs+interface://System/Security/ISecurityEncodable;False
cs+class://System/Security/SecurityElement;False
cs+class://System/Collections/Hashtable;False
cs+interface://System/Collections/IHashCodeProvider;False
cs+interface://System/Security/IStackWalk;False
cs+interface://System/Runtime/InteropServices/_Assembly;False
cs+interface://System/Security/IEvidenceFactory;False
cs+class://System/Globalization/SortKey;False
cs+class://System/Globalization/SortVersion;False
cs+class://System/Guid;False
cs+class://System/Globalization/TextInfo;False
cs+class://System/Globalization/NumberFormatInfo;False
cs+class://System/Globalization/DateTimeFormatInfo;False
cs+class://System/Globalization/Calendar;False
cs+interface://System/Runtime/InteropServices/_MethodBase;False
cs+class://System/Security/Cryptography/X509Certificates/X509Certificate;False
cs+class://System/Security/SecureString;False
cs+interface://System/Runtime/InteropServices/_Module;False
cs+class://System/Reflection/ConstructorInfo;False
cs+interface://System/Runtime/InteropServices/_ConstructorInfo;False
cs+interface://System/Runtime/InteropServices/_MemberInfo;False
cs+class://System/Reflection/EventInfo;False
cs+interface://System/Runtime/InteropServices/_EventInfo;False
cs+class://System/Reflection/InterfaceMapping;False
cs+class://System/Runtime/InteropServices/StructLayoutAttribute;False
cs+class://System/Attribute;False
cs+interface://System/Runtime/InteropServices/_Attribute;False
cs+interface://System/Runtime/InteropServices/_Type;False
cs+interface://System/Reflection/IReflect;False
cs+class://System/CharEnumerator;False
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/ReadOnlyArrayTests/C;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/ReadOnlyArrayTests/D;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Collections/SmallDictionaryTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CommonCommandLineParserTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CommonCompilationOptionsTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CommonParseOptionsTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CommonSqmUtilitiesTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CommonSyntaxTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CommonTypedConstantTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/CorLibTypesAndConstantTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/AbstractMockAnalyzer;True
cs+interface://Microsoft/CodeAnalysis/Diagnostics/IDiagnosticAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnCompilationEndedAnalyzer;True
cs+interface://Microsoft/CodeAnalysis/Diagnostics/ICompilationAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnNamePrefixDeclarationAnalyzer;True
cs+interface://Microsoft/CodeAnalysis/Diagnostics/ISymbolAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnTypeDeclarationAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnCodeBodyAnalyzer;True
cs+interface://Microsoft/CodeAnalysis/Diagnostics/ICodeBlockNestedAnalyzerFactory;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnCodeBodyAnalyzer/CSharpCodeBodyAnalyzer;True
cs+interface://Microsoft/CodeAnalysis/Diagnostics/ISyntaxNodeAnalyzer[1];True
cs+interface://Microsoft/CodeAnalysis/Diagnostics/ICodeBlockAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnCodeBodyAnalyzer/BasicCodeBodyAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnCommentAnalyzer;True
cs+interface://Microsoft/CodeAnalysis/Diagnostics/ISyntaxTreeAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageAttributeTests/WarningOnTokenAnalyzer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Diagnostics/SuppressMessageTargetSymbolResolverTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/DiffUtilTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/Emit/EmitBaselineTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/FileLinePositionSpanTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataFileReferenceResolverTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/FileUtilitiesTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/InternalUtilities/ConcurrentLruCacheTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/InternalUtilities/ConcurrentLruCacheTests/OrderedTestDictionary[2];True
cs+class://Roslyn/Utilities/UnitTests/InternalUtilities/EnumerableExtensionsTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/InternalUtilities/OneOrManyTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/InternalUtilities/WeakListTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/InternalUtilities/WeakListTests/C;True
cs+class://Microsoft/CodeAnalysis/UnitTests/LinePositionTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/AssemblyIdentityComparerTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/AssemblyIdentityTestBase;True
cs+class://Microsoft/CodeAnalysis/UnitTests/AssemblyIdentityDisplayNameTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/AssemblyIdentityTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/AssemblyMetadataTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/AssemblyPortabilityPolicyTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/FusionAssemblyIdentityComparer;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataReferences/FusionAssemblyIdentityTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/FusionAssemblyPortabilityPolicy;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataHelpersTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataHelpersTests/TypeNameConfig;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataNameLimitsTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataReferencePropertiesTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataReferenceTests;True
cs+class://Microsoft/CodeAnalysis/UnitTests/MetadataReferenceTests/TestDocumentationProvider;True
cs+class://Microsoft/CodeAnalysis/DocumentationProvider;True
