TypeName;SystemType
cs+class://Raven/Database/Actions/ActionsBase;True
cs+class://Raven/Database/Actions/AttachmentActions;True
cs+class://Raven/Database/Actions/MaintenanceActions;True
cs+class://Raven/Database/Actions/DocumentActions;True
cs+class://Raven/Database/Actions/IndexActions;True
cs+class://Raven/Database/Actions/NotificationActions;True
cs+class://Raven/Database/Actions/PatchActions;True
cs+class://Raven/Database/Actions/QueryActions;True
cs+class://Raven/Database/Actions/QueryActions/DatabaseQueryOperation;True
cs+interface://System/IDisposable;False
cs+class://Raven/Database/Actions/TaskActions;True
cs+class://Raven/Database/Actions/TaskActions/PendingTaskWithStateAndDescription;True
cs+class://Raven/Database/Actions/TaskActions/PendingTaskDescription;True
cs+class://Raven/Database/Actions/TaskActions/PendingTaskDescriptionAndStatus;True
cs+class://Raven/Database/Bundles/Replication/Data/ReplicationTopologyRootNode;True
cs+class://Raven/Database/Bundles/Replication/Data/ReplicationTopologyNodeBase;True
cs+class://Raven/Database/Bundles/Replication/Data/ReplicationTopologyDestinationNode;True
cs+class://Raven/Database/Bundles/Replication/Data/ReplicationTopologyNode;True
cs+class://Raven/Database/Bundles/Replication/Data/ReplicationTopologySourceNode;True
cs+class://Raven/Database/Bundles/Replication/Data/ReplicationTopology;True
cs+class://Raven/Database/Bundles/Replication/Data/ReplicationTopologyConnection;True
cs+class://Raven/Database/Bundles/Replication/Impl/ReplicationTopologyDiscoverer;True
cs+class://Raven/Database/Bundles/Replication/Utils/ReplicationUtils;True
cs+class://Raven/Database/Bundles/SqlReplication/RelationalDatabaseWriterSimulator;True
cs+class://Raven/Database/Indexing/IndexDefinitionCodeGenerator;True
cs+class://Raven/Database/Server/Connections/HttpTracePushContent;True
cs+class://System/Net/Http/HttpContent;False
cs+class://System/Threading/Tasks/Task[1];False
cs+class://System/Object;False
cs+class://System/String;False
cs+class://System/Boolean;False
cs+class://System/Int32;False
cs+class://System/Type;False
cs+class://System/Reflection/MemberInfo;False
cs+interface://System/Collections/Generic/IList[1];False
cs+interface://System/Collections/IEnumerable;False
cs+interface://System/Collections/IEnumerator;False
cs+interface://System/Collections/Generic/IEnumerable[1];False
cs+interface://System/Collections/Generic/IEnumerator[1];False
cs+class://System/Reflection/CustomAttributeData;False
cs+class://System/Reflection/Module;False
cs+class://System/Reflection/MethodBase;False
cs+class://System/RuntimeMethodHandle;False
cs+class://System/ValueType;False
cs+class://System/Runtime/Serialization/SerializationInfo;False
cs+class://System/Runtime/Serialization/SerializationInfoEnumerator;False
cs+class://System/Runtime/Serialization/SerializationEntry;False
cs+class://System/Char;False
cs+interface://System/IFormatProvider;False
cs+class://System/Globalization/CultureInfo;False
cs+class://System/Globalization/CompareInfo;False
cs+class://System/Reflection/Assembly;False
cs+class://System/Security/Policy/Evidence;False
cs+class://System/Array;False
cs+class://System/Collections/ObjectModel/ReadOnlyCollection[1];False
cs+interface://System/Collections/Generic/ICollection[1];False
cs+interface://System/Collections/IList;False
cs+interface://System/Collections/ICollection;False
cs+interface://System/Collections/Generic/IReadOnlyList[1];False
cs+interface://System/Collections/Generic/IReadOnlyCollection[1];False
cs+class://System/Int64;False
cs+interface://System/IComparable;False
cs+interface://System/IFormattable;False
cs+interface://System/IConvertible;False
cs+class://System/SByte;False
cs+interface://System/IComparable[1];False
cs+interface://System/IEquatable[1];False
cs+class://System/Byte;False
cs+class://System/Int16;False
