TypeName;SystemType
cs+class://Castle/Core/Internal/SimpleThreadSafeCollection[1];True
cs+class://Castle/Core/Internal/SimpleThreadSafeSet[1];True
cs+interface://Castle/Facilities/Startable/IStartFlagInternal;True
cs+class://Castle/Facilities/Startable/StartableFacility;True
cs+class://Castle/Facilities/Startable/StartableFacility/DeferredStartFlag;True
cs+class://Castle/Facilities/Startable/StartFlag;True
cs+class://Castle/Facilities/Startable/StartableFacility/DeferredTryStartFlag;True
cs+class://Castle/Facilities/Startable/StartableFacility/LegacyStartFlag;True
cs+class://Castle/Facilities/Startable/StartableFacility/StartableEvents;True
cs+class://Castle/MicroKernel/ComponentActivator/WebUserControlComponentActivator;True
cs+class://Castle/MicroKernel/ComponentActivator/DefaultComponentActivator;True
cs+class://Castle/Core/BoundToAttribute;True
cs+class://Castle/Core/LifestyleAttribute;True
cs+class://Castle/Core/ComponentDependencyModel;True
cs+class://Castle/Core/DependencyModel;True
cs+class://Castle/Core/CustomLifestyleAttribute;True
cs+class://Castle/Core/DoNotSelectAttribute;True
cs+class://System/Attribute;False
cs+class://System/Reflection/MemberInfo;False
cs+class://System/Object;False
cs+class://System/String;False
cs+class://System/Boolean;False
cs+class://System/Int32;False
cs+class://System/Type;False
cs+interface://System/Collections/Generic/IList[1];False
cs+interface://System/Collections/IEnumerable;False
cs+interface://System/Collections/IEnumerator;False
cs+interface://System/Collections/Generic/IEnumerable[1];False
cs+interface://System/Collections/Generic/IEnumerator[1];False
cs+interface://System/IDisposable;False
cs+class://System/Reflection/CustomAttributeData;False
cs+class://System/Reflection/Module;False
cs+class://System/Reflection/MethodBase;False
cs+class://System/RuntimeMethodHandle;False
cs+class://System/ValueType;False
cs+class://System/Runtime/Serialization/SerializationInfo;False
cs+class://System/Runtime/Serialization/SerializationInfoEnumerator;False
cs+class://System/Runtime/Serialization/SerializationEntry;False
cs+class://System/Char;False
cs+interface://System/IFormatProvider;False
cs+class://System/Globalization/CultureInfo;False
cs+class://System/Globalization/CompareInfo;False
cs+class://System/Reflection/Assembly;False
cs+class://System/Security/Policy/Evidence;False
cs+class://System/Array;False
cs+class://System/Collections/ObjectModel/ReadOnlyCollection[1];False
cs+interface://System/Collections/Generic/ICollection[1];False
cs+interface://System/Collections/IList;False
cs+interface://System/Collections/ICollection;False
cs+class://System/Int64;False
cs+interface://System/IComparable;False
cs+interface://System/IFormattable;False
cs+interface://System/IConvertible;False
cs+class://System/SByte;False
cs+interface://System/IComparable[1];False
cs+interface://System/IEquatable[1];False
cs+class://System/Byte;False
cs+class://System/Int16;False
cs+class://System/UInt16;False
cs+class://System/UInt32;False
cs+class://System/UInt64;False
cs+class://System/Single;False
cs+class://System/Double;False
cs+class://System/Decimal;False
cs+interface://System/Runtime/Serialization/IDeserializationCallback;False
cs+class://System/DateTime;False
cs+class://System/TimeSpan;False
cs+interface://System/Runtime/Serialization/ISerializable;False
cs+class://System/Runtime/Serialization/StreamingContext;False
cs+interface://System/Collections/IComparer;False
cs+interface://System/Collections/Generic/IComparer[1];False
cs+interface://System/ICloneable;False
cs+interface://System/Collections/IStructuralComparable;False
cs+interface://System/Collections/IStructuralEquatable;False
cs+interface://System/Collections/IEqualityComparer;False
cs+class://System/Reflection/AssemblyName;False
cs+class://System/Version;False
cs+class://System/Reflection/StrongNameKeyPair;False
cs+interface://System/Runtime/InteropServices/_AssemblyName;False
cs+class://System/IntPtr;False
cs+class://System/IO/Stream;False
cs+class://System/MarshalByRefObject;False
cs+class://System/Runtime/Remoting/ObjRef;False
cs+interface://System/Runtime/Remoting/IRemotingTypeInfo;False
cs+interface://System/Runtime/Remoting/IEnvoyInfo;False
cs+interface://System/Runtime/Remoting/Messaging/IMessageSink;False
cs+interface://System/Runtime/Remoting/Messaging/IMessage;False
cs+interface://System/Collections/IDictionary;False
cs+interface://System/Collections/IDictionaryEnumerator;False
cs+class://System/Collections/DictionaryEntry;False
cs+interface://System/Runtime/Remoting/Messaging/IMessageCtrl;False
cs+interface://System/Runtime/Remoting/IChannelInfo;False
cs+interface://System/Runtime/Serialization/IObjectReference;False
cs+class://System/Threading/WaitHandle;False
cs+class://Microsoft/Win32/SafeHandles/SafeWaitHandle;False
cs+class://System/Runtime/ConstrainedExecution/CriticalFinalizerObject;False
cs+class://System/Runtime/InteropServices/SafeHandle;False
cs+class://Microsoft/Win32/SafeHandles/SafeHandleZeroOrMinusOneIsInvalid;False
cs+interface://System/IAsyncResult;False
cs+class://System/Reflection/Binder;False
cs+class://System/Reflection/FieldInfo;False
cs+class://System/RuntimeFieldHandle;False
cs+class://System/RuntimeTypeHandle;False
cs+class://System/ModuleHandle;False
cs+class://System/TypedReference;False
cs+interface://System/Runtime/InteropServices/_FieldInfo;False
cs+class://System/Reflection/PropertyInfo;False
cs+class://System/Reflection/MethodInfo;False
cs+class://System/Reflection/MethodBody;False
cs+class://System/Reflection/ParameterInfo;False
cs+interface://System/Runtime/InteropServices/_ParameterInfo;False
cs+interface://System/Reflection/ICustomAttributeProvider;False
cs+interface://System/Runtime/InteropServices/_MethodInfo;False
cs+interface://System/Runtime/InteropServices/_PropertyInfo;False
cs+class://System/IO/FileStream;False
cs+class://System/Security/AccessControl/FileSecurity;False
cs+class://System/Security/AccessControl/ObjectSecurity;False
cs+class://System/Security/Principal/IdentityReference;False
cs+class://System/Security/AccessControl/AccessRule;False
cs+class://System/Security/AccessControl/AuthorizationRule;False
cs+class://System/Security/AccessControl/AuditRule;False
cs+class://System/Security/AccessControl/CommonObjectSecurity;False
cs+class://System/Security/AccessControl/AuthorizationRuleCollection;False
cs+class://System/Collections/ReadOnlyCollectionBase;False
cs+class://System/Collections/ArrayList;False
cs+class://System/Security/AccessControl/NativeObjectSecurity;False
cs+class://System/Security/AccessControl/FileSystemSecurity;False
cs+class://System/Security/AccessControl/FileSystemAccessRule;False
cs+class://System/Security/AccessControl/FileSystemAuditRule;False
cs+class://Microsoft/Win32/SafeHandles/SafeFileHandle;False
cs+class://System/Reflection/ManifestResourceInfo;False
cs+class://System/Security/PermissionSet;False
cs+interface://System/Security/IPermission;False
cs+interface://System/Security/ISecurityEncodable;False
cs+class://System/Security/SecurityElement;False
cs+class://System/Collections/Hashtable;False
cs+interface://System/Collections/IHashCodeProvider;False
cs+interface://System/Security/IStackWalk;False
cs+interface://System/Runtime/InteropServices/_Assembly;False
cs+interface://System/Security/IEvidenceFactory;False
cs+class://System/Globalization/SortKey;False
cs+class://System/Globalization/TextInfo;False
cs+class://System/Globalization/NumberFormatInfo;False
cs+class://System/Globalization/DateTimeFormatInfo;False
cs+class://System/Globalization/Calendar;False
cs+interface://System/Runtime/InteropServices/_MethodBase;False
cs+class://System/Security/Cryptography/X509Certificates/X509Certificate;False
cs+class://System/Security/SecureString;False
cs+class://System/Guid;False
cs+interface://System/Runtime/InteropServices/_Module;False
cs+class://System/Reflection/ConstructorInfo;False
cs+interface://System/Runtime/InteropServices/_ConstructorInfo;False
cs+class://System/Reflection/EventInfo;False
cs+class://System/Delegate;False
cs+interface://System/Runtime/InteropServices/_EventInfo;False
cs+class://System/Reflection/InterfaceMapping;False
cs+class://System/Runtime/InteropServices/StructLayoutAttribute;False
cs+interface://System/Runtime/InteropServices/_Type;False
cs+interface://System/Reflection/IReflect;False
cs+class://System/CharEnumerator;False
cs+interface://System/Runtime/InteropServices/_MemberInfo;False
cs+class://Castle/Core/Internal/ComponentModelExtensions;True
cs+class://Castle/Core/Internal/Constants;True
cs+class://Castle/Core/Internal/ExceptionHelper;True
cs+class://Castle/Core/Internal/HelpfulExceptionsUtil;True
cs+interface://Castle/Core/Internal/IMutableCollection[1];True
cs+class://Castle/Core/Internal/LifestyleExtensions;True
cs+class://Castle/Core/Internal/Must;True
cs+class://Castle/Core/Internal/SegmentedList[1];True
cs+class://Castle/Core/Internal/SimpleSortedSet[1];True
cs+class://Castle/Core/CastleComponentAttribute;True
cs+class://Castle/Core/ComponentActivatorAttribute;True
cs+class://Castle/Core/ComponentName;True
cs+class://Castle/Core/ComponentProxyBehaviorAttribute;True
cs+class://Castle/Core/ConstructorDependencyModel;True
cs+class://Castle/Core/DoNotWireAttribute;True
cs+interface://Castle/Core/ICommissionConcern;True
cs+interface://Castle/Core/IDecommissionConcern;True
cs+interface://Castle/Core/IInitializable;True
cs+class://Castle/Core/InterceptorAttribute;True
cs+class://Castle/Core/Internal/ComponentServicesUtil;True
cs+class://Castle/Core/Internal/SimpleThreadSafeDictionary[2];True
cs+class://Castle/Core/Internal/StringExtensions;True
cs+class://Castle/Core/Internal/ThreadSafeFlag;True
cs+interface://Castle/Core/Internal/IAssemblyProvider;True
cs+class://Castle/Core/Internal/LateBoundComponent;True
cs+class://Castle/Core/Internal/ReflectionUtil;True
cs+class://Castle/Core/Internal/ThreadSafeInit;True
cs+class://Castle/Core/Internal/TypeByInheritanceDepthMostSpecificFirstComparer;True
cs+class://Castle/Core/Internal/TypeUtil;True
cs+class://Castle/Core/PerThreadAttribute;True
cs+class://Castle/Core/PerWebRequestAttribute;True
cs+class://Castle/Core/PooledAttribute;True
cs+class://Castle/Core/PropertyDependencyModel;True
cs+class://Castle/Core/StandardPropertyFilters;True
cs+class://Castle/Core/ScopedAttribute;True
cs+class://Castle/Core/SingletonAttribute;True
cs+class://Castle/Core/TransientAttribute;True
cs+class://Castle/Facilities/Startable/StartableContributor;True
cs+interface://Castle/MicroKernel/ModelBuilder/IContributeComponentModelConstruction;True
cs+class://Castle/Facilities/TypedFactory/DefaultDelegateComponentSelector;True
cs+class://Castle/Facilities/TypedFactory/DefaultTypedFactoryComponentSelector;True
cs+class://Castle/Facilities/TypedFactory/DelegateFactoryActivator;True
cs+class://Castle/MicroKernel/ComponentActivator/AbstractComponentActivator;True
cs+interface://Castle/MicroKernel/ComponentActivator/IDependencyAwareActivator;True
cs+class://Castle/Facilities/TypedFactory/Internal/DelegateFactory;True
cs+interface://Castle/MicroKernel/Resolvers/ILazyComponentLoader;True
cs+class://Castle/Facilities/TypedFactory/Internal/DelegateProxyFactory;True
cs+interface://Castle/MicroKernel/IProxyFactoryExtension;True
cs+class://Castle/Facilities/TypedFactory/Internal/DelegateServiceStrategy;True
cs+interface://Castle/MicroKernel/Handlers/IGenericServiceStrategy;True
cs+class://Castle/Facilities/TypedFactory/FactoryAttribute;True
cs+class://Castle/Facilities/TypedFactory/TypedFactoryConfiguration;True
cs+class://Castle/Facilities/TypedFactory/TypedFactoryCachingInspector;True
cs+interface://Castle/MicroKernel/IComponentActivator;True
cs+class://Castle/MicroKernel/ComponentActivator/ComponentActivatorException;True
cs+class://Castle/MicroKernel/ComponentResolutionException;True
cs+class://System/Exception;False
cs+class://Castle/MicroKernel/ComponentActivator/FactoryMethodActivator[1];True
cs+class://Castle/MicroKernel/Burden;True
cs+class://Castle/MicroKernel/Arguments;True
cs+class://Castle/MicroKernel/Arguments/ArgumentsComparer;True
cs+interface://System/Collections/Generic/IEqualityComparer[1];False
cs+class://Castle/MicroKernel/Arguments/ArgumentsComparerExtended;True
cs+class://Castle/MicroKernel/ComponentActivator/NoResolvableConstructorFoundException;True
cs+class://Castle/MicroKernel/ComponentActivator/ExternalInstanceActivator;True
cs+class://Castle/MicroKernel/Handlers/ComponentLifecycleExtension;True
cs+interface://Castle/MicroKernel/Handlers/IResolveExtension;True
cs+class://Castle/MicroKernel/Handlers/ComponentLifecycleExtension/Releasing;True
cs+class://Castle/MicroKernel/Handlers/DependencyInspector;True
cs+interface://Castle/MicroKernel/Handlers/IDependencyInspector;True
cs+class://Castle/MicroKernel/Handlers/ExtendedHandler;True
cs+class://Castle/MicroKernel/Handlers/DefaultHandler;True
cs+class://Castle/MicroKernel/Handlers/GenericHandlerTypeMismatchException;True
cs+class://Castle/MicroKernel/Handlers/HandlerException;True
cs+class://Castle/MicroKernel/Handlers/HandlerExtensionsUtil;True
cs+interface://Castle/MicroKernel/Handlers/IGenericImplementationMatchingStrategy;True
cs+interface://Castle/MicroKernel/Handlers/IReleaseExtension;True
cs+class://Castle/MicroKernel/Handlers/ReleaseInvocation;True
cs+class://Castle/MicroKernel/Handlers/ResolveInvocation;True
cs+interface://Castle/MicroKernel/IContextLifestyleManager;True
cs+class://Castle/MicroKernel/Context/CreationContext;True
cs+interface://Castle/MicroKernel/ISubDependencyResolver;True
cs+class://Castle/MicroKernel/Context/CreationContext/ResolutionContext;True
cs+interface://Castle/MicroKernel/Context/IArgumentsComparer;True
cs+class://Castle/MicroKernel/DefaultKernel;True
cs+interface://Castle/MicroKernel/IKernel;True
cs+interface://Castle/MicroKernel/IKernelEvents;True
cs+interface://Castle/MicroKernel/IKernelInternal;True
cs+class://Castle/MicroKernel/DefaultKernel/OptimizeDependencyResolutionDisposable;True
cs+class://Castle/MicroKernel/CircularDependencyException;True
cs+class://Castle/MicroKernel/ComponentNotFoundException;True
cs+class://Castle/MicroKernel/ComponentRegistrationException;True
cs+interface://Castle/MicroKernel/IHandlersFilter;True
cs+class://Castle/MicroKernel/Internal/LazyEx[1];True
cs+class://System/Lazy[1];False
cs+class://Castle/MicroKernel/Internal/LazyServiceStrategy;True
cs+class://Castle/MicroKernel/KernelException;True
cs+class://Castle/MicroKernel/Facilities/AbstractFacility;True
cs+interface://Castle/MicroKernel/IFacility;True
cs+class://Castle/MicroKernel/Facilities/FacilityException;True
cs+class://Castle/Facilities/Startable/StartableFacilityRegistrationExtensions;True
cs+class://Castle/Facilities/Startable/StartConcern;True
cs+class://Castle/Facilities/Startable/StopConcern;True
cs+interface://Castle/Facilities/TypedFactory/ITypedFactoryComponentSelector;True
cs+class://Castle/Facilities/TypedFactory/Internal/Empty;True
cs+class://Castle/Facilities/TypedFactory/FactoryEntry;True
cs+class://Castle/Facilities/TypedFactory/Internal/FactoryInterceptor;True
cs+interface://Castle/DynamicProxy/IInterceptor;False
cs+interface://Castle/DynamicProxy/IInvocation;False
cs+interface://Castle/Core/Interceptor/IOnBehalfAware;True
cs+class://Castle/Facilities/TypedFactory/TypedFactoryComponentResolver;True
cs+class://Castle/Facilities/TypedFactory/TypedFactoryFacility;True
cs+class://Castle/Facilities/TypedFactory/Internal/TypedFactoryInterceptor;True
cs+class://Castle/Facilities/TypedFactory/TypedFactoryRegistrationExtensions;True
cs+class://Castle/MicroKernel/Handlers/AbstractHandler;True
cs+interface://Castle/MicroKernel/IHandler;True
cs+interface://Castle/MicroKernel/Handlers/IExposeDependencyInfo;True
cs+class://Castle/MicroKernel/Handlers/ParentHandlerWrapper;True
cs+class://Castle/MicroKernel/Handlers/DefaultGenericHandler;True
cs+class://Castle/MicroKernel/Handlers/DefaultHandlerFactory;True
cs+interface://Castle/MicroKernel/IHandlerFactory;True
cs+class://Castle/Core/Internal/GraphNode;True
cs+interface://Castle/Core/Internal/IVertex;True
cs+class://Castle/Core/Internal/ColorsSet;True
cs+class://Castle/Core/Internal/TimestampSet;True
cs+class://Castle/Core/Internal/TopologicalSortAlgo;True
cs+class://Castle/MicroKernel/LifecycleConcerns/DisposalConcern;True
cs+class://Castle/MicroKernel/LifecycleConcerns/InitializationConcern;True
cs+class://Castle/MicroKernel/LifecycleConcerns/LateBoundCommissionConcerns;True
cs+class://Castle/MicroKernel/LifecycleConcerns/LateBoundConcerns[1];True
cs+class://Castle/MicroKernel/LifecycleConcerns/LateBoundDecommissionConcerns;True
cs+class://Castle/MicroKernel/LifecycleConcerns/OnCreatedConcern[1];True
cs+class://Castle/MicroKernel/LifecycleConcerns/OnDestroyConcern[1];True
cs+class://Castle/MicroKernel/LifecycleConcerns/SupportInitializeConcern;True
cs+interface://Castle/Core/IRecyclable;True
cs+interface://Castle/Core/IStartable;True
cs+class://Castle/MicroKernel/Lifestyle/AbstractLifestyleManager;True
cs+interface://Castle/MicroKernel/ILifestyleManager;True
cs+class://Castle/MicroKernel/Lifestyle/ThreadScopeAccessor;True
cs+interface://Castle/MicroKernel/Lifestyle/Scoped/IScopeAccessor;True
cs+class://Castle/MicroKernel/Lifestyle/PerWebRequestLifestyleModule;True
cs+interface://System/Web/IHttpModule;False
cs+class://System/Web/HttpApplication;False
cs+class://System/Web/HttpContext;False
cs+interface://System/Web/IHttpHandler;False
cs+class://System/Web/HttpApplicationState;False
cs+class://System/Collections/Specialized/NameObjectCollectionBase;False
cs+class://System/Collections/Specialized/NameObjectCollectionBase/KeysCollection;False
cs+class://System/Web/HttpStaticObjectsCollection;False
cs+class://System/IO/BinaryWriter;False
cs+class://System/IO/BinaryReader;False
cs+class://System/Web/HttpRequest;False
cs+class://System/Web/Routing/RequestContext;False
cs+class://System/Web/HttpContextBase;False
cs+class://System/Web/HttpApplicationStateBase;False
cs+class://System/Web/HttpStaticObjectsCollectionBase;False
cs+class://System/Web/Caching/Cache;False
cs+class://System/Web/Caching/CacheDependency;False
cs+class://System/EventArgs;False
cs+class://System/Web/Profile/ProfileBase;False
cs+class://System/Configuration/SettingsBase;False
cs+class://System/Configuration/SettingsContext;False
cs+class://System/Configuration/SettingsPropertyCollection;False
cs+class://System/Configuration/SettingsProperty;False
cs+class://System/Configuration/SettingsProvider;False
cs+class://System/Configuration/Provider/ProviderBase;False
cs+class://System/Collections/Specialized/NameValueCollection;False
cs+class://System/Configuration/SettingsPropertyValueCollection;False
cs+class://System/Configuration/SettingsPropertyValue;False
cs+class://System/Configuration/SettingsAttributeDictionary;False
cs+class://System/Configuration/SettingsProviderCollection;False
cs+class://System/Configuration/Provider/ProviderCollection;False
cs+class://System/Web/Profile/ProfileGroupBase;False
cs+class://System/Web/HttpRequestBase;False
cs+class://System/Web/HttpBrowserCapabilitiesBase;False
cs+class://System/Web/UI/HtmlTextWriter;False
cs+class://System/IO/TextWriter;False
cs+class://System/Text/Encoding;False
cs+class://System/Text/EncoderFallback;False
cs+class://System/Text/EncoderFallbackBuffer;False
cs+class://System/Text/DecoderFallback;False
cs+class://System/Text/DecoderFallbackBuffer;False
cs+class://System/Text/Decoder;False
cs+class://System/Text/Encoder;False
cs+class://System/Web/UI/WebControls/Style;False
cs+class://System/ComponentModel/Component;False
cs+class://System/ComponentModel/EventHandlerList;False
cs+interface://System/ComponentModel/ISite;False
cs+interface://System/IServiceProvider;False
cs+interface://System/ComponentModel/IComponent;False
cs+interface://System/ComponentModel/IContainer;False
cs+class://System/ComponentModel/ComponentCollection;False
cs+class://System/Web/UI/WebControls/WebControl;False
cs+class://System/Web/UI/Control;False
cs+class://System/Web/UI/Adapters/ControlAdapter;False
cs+class://System/Web/UI/Page;False
cs+class://System/Web/Routing/RouteValueDictionary;False
cs+class://System/Collections/Generic/Dictionary/Enumerator[2];False
cs+class://System/Collections/Generic/KeyValuePair[2];False
cs+class://System/Collections/Generic/Dictionary/KeyCollection[2];False
cs+class://System/Collections/Generic/Dictionary/KeyCollection/Enumerator[2];False
cs+class://System/Collections/Generic/Dictionary/ValueCollection[2];False
cs+class://System/Collections/Generic/Dictionary/ValueCollection/Enumerator[2];False
cs+interface://System/Collections/Generic/IDictionary[2];False
cs+class://System/Web/UI/ControlCollection;False
cs+class://System/Web/UI/TemplateControl;False
cs+class://System/Web/UI/StateBag;False
cs+class://System/Web/UI/StateItem;False
cs+interface://System/Web/UI/IStateManager;False
cs+class://System/Web/UI/LiteralControl;False
cs+interface://System/Web/UI/ITextControl;False
cs+interface://System/Web/UI/ITemplate;False
cs+interface://System/Xml/IXmlNamespaceResolver;False
cs+interface://System/Web/UI/INamingContainer;False
cs+interface://System/Web/UI/IFilterResolutionService;False
cs+interface://System/Web/UI/IPostBackEventHandler;False
cs+class://System/Web/UI/OutputCacheParameters;False
cs+class://System/Web/UI/PageAsyncTask;False
cs+class://System/Web/UI/ValidatorCollection;False
cs+interface://System/Web/UI/IValidator;False
cs+class://System/Web/UI/ClientScriptManager;False
cs+class://System/Web/UI/PostBackOptions;False
cs+class://System/Web/UI/HtmlControls/HtmlHead;False
cs+class://System/Web/UI/HtmlControls/HtmlControl;False
cs+class://System/Web/UI/AttributeCollection;False
cs+class://System/Web/UI/CssStyleCollection;False
