type;from;to;direct;marker;constants;systemType
CI;cs+class://Spring/Context/Events/ConsoleListener;cs+interface://Spring/Context/IApplicationEventListener;True;False;False;True
CC;cs+class://Spring/Context/Events/ContextEventArgs;cs+class://Spring/Context/ApplicationEventArgs;True;False;False;True
CC;cs+class://Spring/Context/Events/ContextRefreshedEventArgs;cs+class://Spring/Context/Events/ContextEventArgs;True;False;False;True
CC;cs+class://Spring/Context/Events/ContextClosedEventArgs;cs+class://Spring/Context/Events/ContextEventArgs;True;False;False;True
II;cs+interface://Spring/Context/IApplicationContext;cs+interface://Spring/Objects/Factory/IListableObjectFactory;True;False;False;True
II;cs+interface://Spring/Context/IApplicationContext;cs+interface://Spring/Objects/Factory/IHierarchicalObjectFactory;True;False;False;True
II;cs+interface://Spring/Context/IApplicationContext;cs+interface://Spring/Context/IMessageSource;True;False;False;True
II;cs+interface://Spring/Context/IApplicationContext;cs+interface://Spring/Context/IApplicationEventPublisher;True;False;False;True
II;cs+interface://Spring/Context/IApplicationContext;cs+interface://Spring/Core/IO/IResourceLoader;True;False;False;True
II;cs+interface://Spring/Context/IApplicationContext;cs+interface://Spring/Objects/Events/IEventRegistry;True;False;False;True
II;cs+interface://Spring/Context/IApplicationContext;cs+interface://System/IDisposable;True;False;False;False
II;cs+interface://Spring/Context/IConfigurableApplicationContext;cs+interface://Spring/Context/IApplicationContext;True;False;False;True
II;cs+interface://Spring/Context/IConfigurableApplicationContext;cs+interface://Spring/Context/ILifecycle;True;False;False;True
II;cs+interface://Spring/Context/IHierarchicalMessageSource;cs+interface://Spring/Context/IMessageSource;True;False;False;True
CC;cs+class://Spring/Context/NoSuchMessageException;cs+class://System/ApplicationException;True;False;False;False
CC;cs+class://Spring/Context/Support/AbstractApplicationContext;cs+class://Spring/Core/IO/ConfigurableResourceLoader;True;False;False;True
CI;cs+class://Spring/Context/Support/AbstractApplicationContext;cs+interface://Spring/Context/IConfigurableApplicationContext;True;False;False;True
CI;cs+class://Spring/Context/Support/AbstractApplicationContext;cs+interface://Spring/Objects/Factory/Support/IObjectDefinitionRegistry;True;False;False;True
CI;cs+class://Spring/Context/Support/AbstractApplicationContext/ObjectPostProcessorChecker;cs+interface://Spring/Objects/Factory/Config/IObjectPostProcessor;True;False;False;True
CI;cs+class://Spring/Context/Support/AbstractApplicationContext/ObjectPostProcessorChecker;cs+interface://Spring/Core/IOrdered;True;False;False;True
CI;cs+class://Spring/Context/Support/AbstractMessageSource;cs+interface://Spring/Context/IHierarchicalMessageSource;True;False;False;True
CC;cs+class://Spring/Context/Support/AbstractXmlApplicationContext;cs+class://Spring/Context/Support/AbstractApplicationContext;True;False;False;True
CI;cs+class://Spring/Context/Support/ApplicationContextAwareProcessor;cs+interface://Spring/Objects/Factory/Config/IObjectPostProcessor;True;False;False;True
CI;cs+class://Spring/Context/Support/ApplicationObjectSupport;cs+interface://Spring/Context/IApplicationContextAware;True;False;False;True
CC;cs+class://Spring/Context/Support/CodeConfigApplicationContext;cs+class://Spring/Context/Support/GenericApplicationContext;True;False;False;True
CI;cs+class://Spring/Context/Support/ContextHandler;cs+interface://System/Configuration/IConfigurationSectionHandler;True;False;False;False
CC;cs+class://Spring/Context/Support/ContextHandler/RootContextInstantiator;cs+class://Spring/Context/Support/ContextHandler/ContextInstantiator;True;False;False;True
CC;cs+class://Spring/Context/Support/ContextHandler/DescendantContextInstantiator;cs+class://Spring/Context/Support/ContextHandler/ContextInstantiator;True;False;False;True
CI;cs+class://Spring/Context/Support/NamespaceParsersSectionHandler;cs+interface://System/Configuration/IConfigurationSectionHandler;True;False;False;False
CC;cs+class://Spring/Context/Support/GenericApplicationContext;cs+class://Spring/Context/Support/AbstractApplicationContext;True;False;False;True
CI;cs+class://Spring/Context/Support/TypeConvertersSectionHandler;cs+interface://System/Configuration/IConfigurationSectionHandler;True;False;False;False
CI;cs+class://Spring/Context/Support/DefaultMessageSourceResolvable;cs+interface://Spring/Context/IMessageSourceResolvable;True;False;False;True
CI;cs+class://Spring/Context/Support/DefaultSectionHandler;cs+interface://System/Configuration/IConfigurationSectionHandler;True;False;False;False
CI;cs+class://Spring/Context/Support/DelegatingMessageSource;cs+interface://Spring/Context/IHierarchicalMessageSource;True;False;False;True
CI;cs+class://Spring/Context/Support/DelegatingMessageSource/SpecialCaseNullMessageSource;cs+interface://Spring/Context/IMessageSource;True;False;False;True
CC;cs+class://Spring/Context/Support/NullMessageSource;cs+class://Spring/Context/Support/AbstractMessageSource;True;False;False;True
CC;cs+class://Spring/Context/Support/ResourceSetMessageSource;cs+class://Spring/Context/Support/AbstractMessageSource;True;False;False;True
CI;cs+class://Spring/Context/Support/ResourceSetMessageSource;cs+interface://Spring/Objects/Factory/IInitializingObject;True;False;False;True
CI;cs+class://Spring/Context/Support/ResourceHandlersSectionHandler;cs+interface://System/Configuration/IConfigurationSectionHandler;True;False;False;False
CC;cs+class://Spring/Context/Support/StaticApplicationContext;cs+class://Spring/Context/Support/GenericApplicationContext;True;False;False;True
CC;cs+class://Spring/Context/Support/StaticMessageSource;cs+class://Spring/Context/Support/AbstractMessageSource;True;False;False;True
CI;cs+class://Spring/Context/Support/TypeAliasesSectionHandler;cs+interface://System/Configuration/IConfigurationSectionHandler;True;False;False;False
CC;cs+class://Spring/Context/Support/XmlApplicationContext;cs+class://Spring/Context/Support/AbstractXmlApplicationContext;True;False;False;True
CC;cs+class://Spring/Context/Support/XmlApplicationContextArgs;cs+class://Spring/Context/Support/AbstractXmlApplicationContextArgs;True;False;False;True
CI;cs+class://Spring/Core/AttributeAccessorSupport;cs+interface://Spring/Core/IAttributeAccessor;True;False;False;True
CC;cs+class://Spring/Core/CannotLoadObjectTypeException;cs+class://Spring/Util/FatalReflectionException;True;False;False;True
