fromType;toType;fromMethod;toMethod;calledFrom
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/TestersViewModel;cs+class://SifGroup/QualityManagement/Core/ViewModel/Crud/SimpleCrudViewModel[2];Void ConfigureRelatedData(RelatedDataConfiguration);Void ConfigureRelatedData(RelatedDataConfiguration);(field initializer)
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/TestersViewModel;cs+class://SifGroup/QualityManagement/Core/ViewModel/Crud/SimpleCrudViewModel[2];Task OnFinalizeRefresh();Task OnFinalizeRefresh();CallFinalizeRefresh
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/VisualTestsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/ReleaseNoteVtViewModel[1];Void OnSelectedComponentChanged();Void OnSelectedComponentChanged();(field initializer)
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Void ConfigureRelatedData(RelatedDataConfiguration);Void ConfigureRelatedData(RelatedDataConfiguration);(field initializer)
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Void InvalidateCustomActions();Void InvalidateCustomActions();InvalidateCommands
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;IEnumerable ClientQuery(IEnumerable);IEnumerable ClientQuery(IEnumerable);RefreshAsync
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Task OnRefreshCompleted();Task OnRefreshCompleted();CallRefreshCompleted
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Void OnIsLoadingChanged();Void OnIsLoadingChanged();(field initializer)
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Expression FilterWeld();Expression FilterWeld();CreateQuery
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Expression FilterWeldAction();Expression FilterWeldAction();ConfigureRelatedData
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Expression FilterWeldActionWelderLink();Expression FilterWeldActionWelderLink();ConfigureRelatedData
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Expression FilterWeldActionWelderLink();Expression FilterWeldActionWelderLink();ConfigureRelatedData
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Expression FilterTestApproveRemark();Expression FilterTestApproveRemark();ConfigureRelatedData
cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldAttachmentsViewModel;cs+class://SifGroup/QualityManagement/AsBuilt/ViewModel/WeldsViewModel;Expression FilterWeldWpsLink();Expression FilterWeldWpsLink();ConfigureRelatedData
