TypeName
SifGroup.QualityManagement.Core.BaseContext
System.Data.Entity.DbContext
System.Data.Entity.Infrastructure.DbCompiledModel
System.Object
System.String
System.Boolean
System.Int32
System.Type
System.Reflection.MemberInfo
System.Collections.Generic.IList[1]
System.Collections.IEnumerable
System.Collections.IEnumerator
System.Collections.Generic.IEnumerable[1]
System.Collections.Generic.IEnumerator[1]
System.IDisposable
System.Reflection.CustomAttributeData
System.Reflection.Module
System.Reflection.MethodBase
System.RuntimeMethodHandle
System.ValueType
System.Runtime.Serialization.SerializationInfo
System.Runtime.Serialization.SerializationInfoEnumerator
System.Runtime.Serialization.SerializationEntry
System.Char
System.IFormatProvider
System.Globalization.CultureInfo
System.Globalization.CompareInfo
System.Reflection.Assembly
System.Security.Policy.Evidence
System.Array
System.Collections.ObjectModel.ReadOnlyCollection[1]
System.Collections.Generic.ICollection[1]
System.Collections.IList
System.Collections.ICollection
System.Collections.Generic.IReadOnlyList[1]
System.Collections.Generic.IReadOnlyCollection[1]
System.Int64
System.IComparable
System.IFormattable
System.IConvertible
System.SByte
System.IComparable[1]
System.IEquatable[1]
System.Byte
System.Int16
System.UInt16
System.UInt32
System.UInt64
System.Single
System.Double
System.Decimal
System.Runtime.Serialization.IDeserializationCallback
System.DateTime
System.TimeSpan
System.Runtime.Serialization.ISerializable
System.Runtime.Serialization.StreamingContext
System.Collections.IComparer
System.Collections.Generic.IComparer[1]
System.ICloneable
System.Collections.IStructuralComparable
System.Collections.IStructuralEquatable
System.Collections.IEqualityComparer
System.Reflection.AssemblyName
System.Version
System.Reflection.StrongNameKeyPair
System.Runtime.InteropServices._AssemblyName
System.IntPtr
System.IO.Stream
System.MarshalByRefObject
System.Runtime.Remoting.ObjRef
System.Runtime.Remoting.IRemotingTypeInfo
System.Runtime.Remoting.IEnvoyInfo
System.Runtime.Remoting.Messaging.IMessageSink
System.Runtime.Remoting.Messaging.IMessage
System.Collections.IDictionary
System.Collections.IDictionaryEnumerator
System.Collections.DictionaryEntry
System.Runtime.Remoting.Messaging.IMessageCtrl
System.Runtime.Remoting.IChannelInfo
System.Runtime.Serialization.IObjectReference
System.Threading.Tasks.Task
System.Threading.Tasks.TaskScheduler
System.Runtime.CompilerServices.TaskAwaiter
System.Runtime.CompilerServices.ICriticalNotifyCompletion
System.Runtime.CompilerServices.INotifyCompletion
