TypeName
Microsoft.CodeAnalysis.FusionAssemblyIdentity
Microsoft.CodeAnalysis.FusionAssemblyIdentity.CANOF
Microsoft.CodeAnalysis.FusionAssemblyIdentity.IAssemblyName
Microsoft.CodeAnalysis.FusionAssemblyIdentity.IApplicationContext
Microsoft.CodeAnalysis.UnitTests.InMemoryAssemblyLoaderTests
Roslyn.Test.Utilities.TestBase
Microsoft.CodeAnalysis.UnitTests.XmlDocumentationCommentTextReaderTests
Microsoft.CodeAnalysis.UnitTests.CachingLookupTests
Microsoft.CodeAnalysis.UnitTests.Collections.BitArrayTests
Microsoft.CodeAnalysis.UnitTests.Collections.RandomExtensions
Microsoft.CodeAnalysis.UnitTests.Collections.CachingFactoryTests
Microsoft.CodeAnalysis.UnitTests.Collections.CachingFactoryTests.CacheKey
Microsoft.CodeAnalysis.UnitTests.Collections.CachingFactoryTests.CacheValue
Microsoft.CodeAnalysis.UnitTests.Collections.EnumerableExtensionsTests
Microsoft.CodeAnalysis.UnitTests.Collections.IdentifierCollectionTests
Microsoft.CodeAnalysis.UnitTests.Collections.ReadOnlyArrayTests
Microsoft.CodeAnalysis.UnitTests.Collections.ReadOnlyArrayTests.AbsoluteValueComparer
System.Collections.Generic.IEqualityComparer[1]
System.Boolean
System.Object
System.String
System.Int32
System.Type
System.Reflection.MemberInfo
System.Collections.Generic.IList[1]
System.Collections.IEnumerable
System.Collections.IEnumerator
System.Collections.Generic.IEnumerable[1]
System.Collections.Generic.IEnumerator[1]
System.IDisposable
System.Reflection.CustomAttributeData
System.Reflection.Module
System.Reflection.MethodBase
System.RuntimeMethodHandle
System.ValueType
System.Runtime.Serialization.SerializationInfo
System.Runtime.Serialization.SerializationInfoEnumerator
System.Runtime.Serialization.SerializationEntry
System.Char
System.IFormatProvider
System.Globalization.CultureInfo
System.Globalization.CompareInfo
System.Reflection.Assembly
System.Security.Policy.Evidence
System.Array
System.Collections.ObjectModel.ReadOnlyCollection[1]
System.Collections.Generic.ICollection[1]
System.Collections.IList
System.Collections.ICollection
System.Collections.Generic.IReadOnlyList[1]
System.Collections.Generic.IReadOnlyCollection[1]
System.Int64
System.IComparable
System.IFormattable
System.IConvertible
System.SByte
System.IComparable[1]
System.IEquatable[1]
System.Byte
System.Int16
System.UInt16
System.UInt32
System.UInt64
System.Single
System.Double
System.Decimal
System.Runtime.Serialization.IDeserializationCallback
System.DateTime
System.TimeSpan
System.Runtime.Serialization.ISerializable
System.Runtime.Serialization.StreamingContext
System.Collections.IComparer
System.Collections.Generic.IComparer[1]
System.ICloneable
System.Collections.IStructuralComparable
System.Collections.IStructuralEquatable
System.Collections.IEqualityComparer
System.Reflection.AssemblyName
System.Version
System.Reflection.StrongNameKeyPair
System.Runtime.InteropServices._AssemblyName
System.IntPtr
System.IO.Stream
System.MarshalByRefObject
System.Runtime.Remoting.ObjRef
System.Runtime.Remoting.IRemotingTypeInfo
System.Runtime.Remoting.IEnvoyInfo
System.Runtime.Remoting.Messaging.IMessageSink
System.Runtime.Remoting.Messaging.IMessage
System.Collections.IDictionary
System.Collections.IDictionaryEnumerator
System.Collections.DictionaryEntry
System.Runtime.Remoting.Messaging.IMessageCtrl
System.Runtime.Remoting.IChannelInfo
System.Runtime.Serialization.IObjectReference
System.Threading.Tasks.Task
System.Threading.Tasks.TaskScheduler
System.Runtime.CompilerServices.TaskAwaiter
System.Runtime.CompilerServices.ICriticalNotifyCompletion
System.Runtime.CompilerServices.INotifyCompletion
System.Runtime.CompilerServices.ConfiguredTaskAwaitable
System.Runtime.CompilerServices.ConfiguredTaskAwaitable.ConfiguredTaskAwaiter
System.Runtime.CompilerServices.YieldAwaitable
System.Runtime.CompilerServices.YieldAwaitable.YieldAwaiter
System.Threading.CancellationToken
System.Threading.CancellationTokenRegistration
System.Threading.WaitHandle
Microsoft.Win32.SafeHandles.SafeWaitHandle
System.Runtime.ConstrainedExecution.CriticalFinalizerObject
System.Runtime.InteropServices.SafeHandle
Microsoft.Win32.SafeHandles.SafeHandleZeroOrMinusOneIsInvalid
System.Threading.Tasks.Task[1]
System.Nullable[1]
System.AggregateException
System.Exception
System.Runtime.InteropServices._Exception
System.Threading.Tasks.TaskFactory
System.IAsyncResult
System.Runtime.CompilerServices.TaskAwaiter[1]
System.Runtime.CompilerServices.ConfiguredTaskAwaitable[1]
