TypeName
System.Data.Entity.Utilities.ByteExtensions
System.Data.Entity.Utilities.TypeExtensions
System.Data.Entity.Utilities.Check
System.Data.Entity.Utilities.DatabaseName
System.Data.Entity.Utilities.DebugCheck
System.Data.Entity.Utilities.IEnumerableExtensions
System.Data.Entity.Utilities.StringExtensions
System.Data.Entity.Utilities.MemberInfoExtensions
System.Data.Entity.Utilities.AssemblyExtensions
System.Data.Entity.Utilities.PropertyInfoExtensions
System.Data.Entity.Core.Mapping.FunctionImportMappingComposableHelper
System.Data.Entity.Core.Mapping.FunctionImportResultMapping
System.Data.Entity.Core.Mapping.MappingItem
System.Data.Entity.Core.Mapping.IsNullConditionMapping
System.Data.Entity.Core.Mapping.ConditionPropertyMapping
System.Data.Entity.Core.Mapping.ValueConditionMapping
System.Data.Entity.Core.Metadata.Edm.CsdlSerializer
System.Data.Entity.Core.Metadata.Edm.DataModelErrorEventArgs
System.EventArgs
System.Data.Entity.Core.Metadata.Edm.DataModelValidationRule
System.Data.Entity.Core.Metadata.Edm.DataModelValidationRuleSet
System.Data.Entity.Core.Metadata.Edm.DataModelValidationRule[1]
System.Data.Entity.Core.Metadata.Edm.DataModelValidator
System.Data.Entity.Core.Metadata.Edm.EdmFunctionPayload
System.Data.Entity.Core.Metadata.Edm.EdmModelRuleSet
System.Data.Entity.Core.Metadata.Edm.EdmModelRuleSet.NonV1_1RuleSet
System.Data.Entity.Core.Metadata.Edm.EdmModelRuleSet.V1RuleSet
System.Data.Entity.Core.Metadata.Edm.EdmModelRuleSet.V1_1RuleSet
System.Data.Entity.Core.Metadata.Edm.EdmModelRuleSet.V2RuleSet
System.Data.Entity.Core.Metadata.Edm.EdmModelRuleSet.V3RuleSet
System.Data.Entity.Core.Metadata.Edm.EdmModelSemanticValidationRules
System.Data.Entity.Core.Metadata.Edm.EdmModelSyntacticValidationRules
System.Data.Entity.Core.Metadata.Edm.EdmModelValidationContext
System.Data.Entity.Core.Metadata.Edm.EdmModelValidationRule[1]
System.Data.Entity.Core.Metadata.Edm.EdmModelValidationVisitor
System.Data.Entity.Edm.EdmModelVisitor
System.Data.Entity.Core.Metadata.Edm.EdmSerializationVisitor
System.Data.Entity.Core.Metadata.Edm.EdmXmlSchemaWriter
System.Data.Entity.Core.Metadata.Edm.XmlSchemaWriter
System.Data.Entity.Core.Metadata.Edm.EdmXmlSchemaWriter.SyndicationXmlConstants
System.Data.Entity.Core.Metadata.Edm.MetadataItemHelper
System.Data.Entity.Core.Metadata.Edm.MslSerializer
System.Data.Entity.Core.Metadata.Edm.MslXmlSchemaWriter
System.Data.Entity.Core.Metadata.Edm.SsdlSerializer
System.Data.Entity.Core.Objects.Internal.BufferedDataRecord
System.Data.Entity.Core.Objects.Internal.ShapedBufferedDataRecord
System.Data.Entity.Core.Objects.StateManagerValue
System.Data.Entity.DbConfiguration
System.Data.Entity.DbConfigurationTypeAttribute
System.Attribute
System.Reflection.MemberInfo
System.Object
System.String
System.Boolean
System.Int32
System.Type
System.Collections.Generic.IList[1]
System.Collections.IEnumerable
System.Collections.IEnumerator
System.Collections.Generic.IEnumerable[1]
System.Collections.Generic.IEnumerator[1]
System.IDisposable
System.Reflection.CustomAttributeData
System.Reflection.Module
System.Reflection.MethodBase
System.RuntimeMethodHandle
System.ValueType
System.Runtime.Serialization.SerializationInfo
System.Runtime.Serialization.SerializationInfoEnumerator
System.Runtime.Serialization.SerializationEntry
System.Char
System.IFormatProvider
System.Globalization.CultureInfo
System.Globalization.CompareInfo
System.Reflection.Assembly
System.Security.Policy.Evidence
System.Array
System.Collections.ObjectModel.ReadOnlyCollection[1]
System.Collections.Generic.ICollection[1]
System.Collections.IList
System.Collections.ICollection
System.Collections.Generic.IReadOnlyList[1]
System.Collections.Generic.IReadOnlyCollection[1]
System.Int64
System.IComparable
System.IFormattable
System.IConvertible
System.SByte
System.IComparable[1]
System.IEquatable[1]
System.Byte
System.Int16
System.UInt16
System.UInt32
System.UInt64
System.Single
System.Double
System.Decimal
System.Runtime.Serialization.IDeserializationCallback
System.DateTime
System.TimeSpan
System.Runtime.Serialization.ISerializable
System.Runtime.Serialization.StreamingContext
System.Collections.IComparer
System.Collections.Generic.IComparer[1]
System.ICloneable
System.Collections.IStructuralComparable
System.Collections.IStructuralEquatable
